Material_ID,Warehouse_ID,Current_Stock(RM),Last_Updated,RM_Reorder_Level,Stock_Status
RM029,WH03,1119330,2025-12-31,100,OK
RM029,WH04,1225349,2025-12-31,100,OK
RM029,WH05,550219,2025-12-31,100,OK
RM030,WH01,1099974,2025-12-31,100,OK
RM030,WH02,610821,2025-12-31,100,OK
RM030,WH03,1137357,2025-12-31,100,OK
RM030,WH04,1244218,2025-12-31,100,OK
RM030,WH05,557844,2025-12-31,100,OK
RM031,WH01,1185222,2025-12-31,100,OK
RM031,WH02,584452,2025-12-31,100,OK
RM031,WH03,1111629,2025-12-31,100,OK
RM031,WH04,1304864,2025-12-31,100,OK
RM031,WH05,542240,2025-12-31,100,OK
RM032,WH01,1158093,2025-12-31,100,OK
RM032,WH02,601114,2025-12-31,100,OK
RM032,WH03,1163648,2025-12-31,100,OK
RM032,WH04,1255820,2025-12-31,100,OK
RM032,WH05,552740,2025-12-31,100,OK
RM033,WH01,1089013,2025-12-31,101,OK
RM033,WH02,585895,2025-12-31,101,OK
RM033,WH03,1209535,2025-12-31,101,OK
RM033,WH04,1263498,2025-12-31,101,OK
RM033,WH05,553951,2025-12-31,101,OK
RM034,WH01,1127842,2025-12-31,100,OK
RM034,WH02,625836,2025-12-31,100,OK
RM034,WH03,1223095,2025-12-31,100,OK
RM034,WH04,1276498,2025-12-31,100,OK
RM034,WH05,557362,2025-12-31,100,OK
RM035,WH01,1160733,2025-12-31,100,OK
RM035,WH02,640950,2025-12-31,100,OK
RM035,WH03,1200806,2025-12-31,100,OK
RM035,WH04,1259328,2025-12-31,100,OK
RM035,WH05,614620,2025-12-31,100,OK
RM036,WH01,1126795,2025-12-31,101,OK
RM036,WH02,638342,2025-12-31,101,OK
RM036,WH03,1108212,2025-12-31,101,OK
RM036,WH04,1237668,2025-12-31,101,OK
RM036,WH05,549123,2025-12-31,101,OK
RM037,WH01,1181195,2025-12-31,100,OK
RM037,WH02,588306,2025-12-31,100,OK
RM037,WH03,1186860,2025-12-31,100,OK
RM037,WH04,1275448,2025-12-31,100,OK
RM037,WH05,557213,2025-12-31,100,OK
RM038,WH01,1096160,2025-12-31,100,OK
RM038,WH02,599748,2025-12-31,100,OK
RM038,WH03,1194749,2025-12-31,100,OK
RM038,WH04,1271348,2025-12-31,100,OK
RM038,WH05,513565,2025-12-31,100,OK
RM039,WH01,1150907,2025-12-31,100,OK
RM039,WH02,627777,2025-12-31,100,OK
RM039,WH03,1139174,2025-12-31,100,OK
RM039,WH04,1268841,2025-12-31,100,OK
RM039,WH05,542888,2025-12-31,100,OK
RM040,WH01,1150960,2025-12-31,100,OK
RM040,WH02,627712,2025-12-31,100,OK
RM040,WH03,1231947,2025-12-31,100,OK
RM040,WH04,1243157,2025-12-31,100,OK
RM040,WH05,480380,2025-12-31,100,OK
RM041,WH01,1139086,2025-12-31,100,OK
RM041,WH02,596904,2025-12-31,100,OK
RM041,WH03,1150266,2025-12-31,100,OK
RM041,WH04,1250421,2025-12-31,100,OK
RM041,WH05,521246,2025-12-31,100,OK
RM042,WH01,1054097,2025-12-31,100,OK
RM042,WH02,614239,2025-12-31,100,OK
RM042,WH03,1142552,2025-12-31,100,OK
RM042,WH04,1236231,2025-12-31,100,OK
RM042,WH05,527387,2025-12-31,100,OK
RM043,WH01,1175784,2025-12-31,101,OK
RM043,WH02,625758,2025-12-31,101,OK
RM043,WH03,1157063,2025-12-31,101,OK
RM043,WH04,1257562,2025-12-31,101,OK
RM043,WH05,555138,2025-12-31,101,OK
RM044,WH01,1087200,2025-12-31,100,OK
RM044,WH02,634391,2025-12-31,100,OK
RM044,WH03,1095024,2025-12-31,100,OK
RM044,WH04,1269318,2025-12-31,100,OK
RM044,WH05,576942,2025-12-31,100,OK
RM045,WH01,1165508,2025-12-31,100,OK
RM045,WH02,636780,2025-12-31,100,OK
RM045,WH03,1136549,2025-12-31,100,OK
RM045,WH04,1218289,2025-12-31,100,OK
RM045,WH05,534928,2025-12-31,100,OK
RM046,WH01,1157354,2025-12-31,100,OK
RM046,WH02,611705,2025-12-31,100,OK
RM046,WH03,1180145,2025-12-31,100,OK
RM046,WH04,1265819,2025-12-31,100,OK
RM046,WH05,541518,2025-12-31,100,OK
RM047,WH01,1189928,2025-12-31,100,OK
RM047,WH02,637949,2025-12-31,100,OK
RM047,WH03,1122278,2025-12-31,100,OK
RM047,WH04,1334230,2025-12-31,100,OK
RM047,WH05,548095,2025-12-31,100,OK
RM048,WH01,1098043,2025-12-31,100,OK
RM048,WH02,597961,2025-12-31,100,OK
RM048,WH03,1155192,2025-12-31,100,OK
RM048,WH04,1228943,2025-12-31,100,OK
RM048,WH05,549278,2025-12-31,100,OK
RM049,WH01,1116918,2025-12-31,100,OK
RM049,WH02,567138,2025-12-31,100,OK
RM049,WH03,1124616,2025-12-31,100,OK
RM049,WH04,1248297,2025-12-31,100,OK
RM049,WH05,600001,2025-12-31,100,OK
RM050,WH01,1092520,2025-12-31,100,OK
RM050,WH02,604951,2025-12-31,100,OK
RM050,WH03,1172161,2025-12-31,100,OK
RM050,WH04,1260151,2025-12-31,100,OK
RM050,WH05,543867,2025-12-31,100,OK
RM051,WH01,1152975,2025-12-31,100,OK
RM051,WH02,573515,2025-12-31,100,OK
RM051,WH03,1133082,2025-12-31,100,OK
RM051,WH04,1233595,2025-12-31,100,OK
RM051,WH05,556113,2025-12-31,100,OK
RM052,WH01,1089365,2025-12-31,100,OK
RM052,WH02,592901,2025-12-31,100,OK
RM052,WH03,1196137,2025-12-31,100,OK
RM052,WH04,1321733,2025-12-31,100,OK
RM052,WH05,515655,2025-12-31,100,OK
RM053,WH01,1121589,2025-12-31,100,OK
RM053,WH02,632110,2025-12-31,100,OK
RM053,WH03,1171117,2025-12-31,100,OK
RM053,WH04,1238562,2025-12-31,100,OK
RM053,WH05,564665,2025-12-31,100,OK
RM054,WH01,1094746,2025-12-31,100,OK
RM054,WH02,644100,2025-12-31,100,OK
RM054,WH03,1150698,2025-12-31,100,OK
RM054,WH04,1247308,2025-12-31,100,OK
RM054,WH05,559281,2025-12-31,100,OK
RM055,WH01,1109260,2025-12-31,100,OK
RM055,WH02,610409,2025-12-31,100,OK
RM055,WH03,1131907,2025-12-31,100,OK
RM055,WH04,1247085,2025-12-31,100,OK
RM055,WH05,567286,2025-12-31,100,OK
RM056,WH01,1132274,2025-12-31,100,OK
RM056,WH02,576443,2025-12-31,100,OK
RM056,WH03,1099350,2025-12-31,100,OK
RM056,WH04,1300132,2025-12-31,100,OK
RM056,WH05,566681,2025-12-31,100,OK
RM057,WH01,1163288,2025-12-31,100,OK
RM057,WH02,647245,2025-12-31,100,OK
RM057,WH03,1193693,2025-12-31,100,OK
RM057,WH04,1202348,2025-12-31,100,OK
RM057,WH05,549618,2025-12-31,100,OK
RM058,WH01,1146669,2025-12-31,100,OK
RM058,WH02,576427,2025-12-31,100,OK
RM058,WH03,1130602,2025-12-31,100,OK
RM058,WH04,1235700,2025-12-31,100,OK
RM058,WH05,516460,2025-12-31,100,OK
RM059,WH01,1186565,2025-12-31,100,OK
RM059,WH02,591772,2025-12-31,100,OK
RM059,WH03,1165730,2025-12-31,100,OK
RM059,WH04,1254426,2025-12-31,100,OK
RM059,WH05,591735,2025-12-31,100,OK
RM060,WH01,1109976,2025-12-31,100,OK
RM060,WH02,582316,2025-12-31,100,OK
RM060,WH03,1089700,2025-12-31,100,OK
RM060,WH04,1245845,2025-12-31,100,OK
RM060,WH05,575309,2025-12-31,100,OK
RM061,WH01,1135341,2025-12-31,100,OK
RM061,WH02,625663,2025-12-31,100,OK
RM061,WH03,1186942,2025-12-31,100,OK
RM061,WH04,1242470,2025-12-31,100,OK
RM061,WH05,529495,2025-12-31,100,OK
RM062,WH01,1117130,2025-12-31,100,OK
RM062,WH02,593175,2025-12-31,100,OK
RM062,WH03,1138852,2025-12-31,100,OK
RM062,WH04,1183856,2025-12-31,100,OK
RM062,WH05,584259,2025-12-31,100,OK
RM063,WH01,1085862,2025-12-31,100,OK
RM063,WH02,615571,2025-12-31,100,OK
RM063,WH03,1121483,2025-12-31,100,OK
RM063,WH04,1193732,2025-12-31,100,OK
RM063,WH05,523700,2025-12-31,100,OK
RM064,WH01,1125517,2025-12-31,100,OK
RM064,WH02,632845,2025-12-31,100,OK
RM064,WH03,1090795,2025-12-31,100,OK
RM064,WH04,1229766,2025-12-31,100,OK
RM064,WH05,536335,2025-12-31,100,OK
RM065,WH01,1186173,2025-12-31,100,OK
RM065,WH02,606230,2025-12-31,100,OK
RM065,WH03,1167945,2025-12-31,100,OK
RM065,WH04,1236727,2025-12-31,100,OK
RM065,WH05,497316,2025-12-31,100,OK
RM066,WH01,1143763,2025-12-31,100,OK
RM066,WH02,579921,2025-12-31,100,OK
RM066,WH03,1171908,2025-12-31,100,OK
RM066,WH04,1298676,2025-12-31,100,OK
RM066,WH05,546309,2025-12-31,100,OK
RM067,WH01,1166443,2025-12-31,100,OK
RM067,WH02,614186,2025-12-31,100,OK
RM067,WH03,1142033,2025-12-31,100,OK
RM067,WH04,1218710,2025-12-31,100,OK
RM067,WH05,583915,2025-12-31,100,OK
RM068,WH01,1133570,2025-12-31,100,OK
RM068,WH02,626369,2025-12-31,100,OK
RM068,WH03,1103257,2025-12-31,100,OK
RM068,WH04,1321523,2025-12-31,100,OK
RM068,WH05,556508,2025-12-31,100,OK
RM069,WH01,1120081,2025-12-31,100,OK
RM069,WH02,638614,2025-12-31,100,OK
RM069,WH03,1096156,2025-12-31,100,OK
RM069,WH04,1257674,2025-12-31,100,OK
RM069,WH05,574899,2025-12-31,100,OK
RM070,WH01,1097788,2025-12-31,100,OK
RM070,WH02,555929,2025-12-31,100,OK
RM070,WH03,1081858,2025-12-31,100,OK
RM070,WH04,1336882,2025-12-31,100,OK
RM070,WH05,532260,2025-12-31,100,OK
RM071,WH01,1144541,2025-12-31,100,OK
RM071,WH02,660436,2025-12-31,100,OK
RM071,WH03,1170837,2025-12-31,100,OK
RM071,WH04,1175392,2025-12-31,100,OK
RM071,WH05,555338,2025-12-31,100,OK
RM072,WH01,1096650,2025-12-31,100,OK
RM072,WH02,580503,2025-12-31,100,OK
RM072,WH03,1100246,2025-12-31,100,OK
RM072,WH04,1329737,2025-12-31,100,OK
RM072,WH05,510476,2025-12-31,100,OK
RM073,WH01,1135120,2025-12-31,100,OK
RM073,WH02,606707,2025-12-31,100,OK
RM073,WH03,1184349,2025-12-31,100,OK
RM073,WH04,1217866,2025-12-31,100,OK
RM073,WH05,568259,2025-12-31,100,OK
RM074,WH01,1105269,2025-12-31,100,OK
RM074,WH02,632980,2025-12-31,100,OK
RM074,WH03,1154319,2025-12-31,100,OK
RM074,WH04,1215120,2025-12-31,100,OK
RM074,WH05,535215,2025-12-31,100,OK
RM075,WH01,1119174,2025-12-31,100,OK
RM075,WH02,605881,2025-12-31,100,OK
RM075,WH03,1165308,2025-12-31,100,OK
RM075,WH04,1317495,2025-12-31,100,OK
RM075,WH05,553336,2025-12-31,100,OK
RM076,WH01,1122207,2025-12-31,100,OK
RM076,WH02,604626,2025-12-31,100,OK
RM076,WH03,1113879,2025-12-31,100,OK
RM076,WH04,1266938,2025-12-31,100,OK
RM076,WH05,571349,2025-12-31,100,OK
RM077,WH01,1067654,2025-12-31,100,OK
RM077,WH02,591275,2025-12-31,100,OK
RM077,WH03,1187787,2025-12-31,100,OK
RM077,WH04,1274357,2025-12-31,100,OK
RM077,WH05,568496,2025-12-31,100,OK
RM078,WH01,1153988,2025-12-31,100,OK
RM078,WH02,562223,2025-12-31,100,OK
RM078,WH03,1198365,2025-12-31,100,OK
RM078,WH04,1290630,2025-12-31,100,OK
RM078,WH05,564007,2025-12-31,100,OK
RM079,WH01,1172261,2025-12-31,101,OK
RM079,WH02,628557,2025-12-31,101,OK
RM079,WH03,1189754,2025-12-31,101,OK
RM079,WH04,1210055,2025-12-31,101,OK
RM079,WH05,577334,2025-12-31,101,OK
RM080,WH01,1100242,2025-12-31,101,OK
RM080,WH02,592449,2025-12-31,101,OK
RM080,WH03,1115007,2025-12-31,101,OK
RM080,WH04,1201980,2025-12-31,101,OK
RM080,WH05,556937,2025-12-31,101,OK
RM081,WH01,1189120,2025-12-31,100,OK
RM081,WH02,627584,2025-12-31,100,OK
RM081,WH03,1180804,2025-12-31,100,OK
RM081,WH04,1269215,2025-12-31,100,OK
RM081,WH05,547272,2025-12-31,100,OK
RM082,WH01,1121724,2025-12-31,100,OK
RM082,WH02,586303,2025-12-31,100,OK
RM082,WH03,1185006,2025-12-31,100,OK
RM082,WH04,1143596,2025-12-31,100,OK
RM082,WH05,578466,2025-12-31,100,OK
RM083,WH01,1144957,2025-12-31,100,OK
RM083,WH02,580895,2025-12-31,100,OK
RM083,WH03,1151618,2025-12-31,100,OK
RM083,WH04,1266281,2025-12-31,100,OK
RM083,WH05,569540,2025-12-31,100,OK
RM084,WH01,1099041,2025-12-31,100,OK
RM084,WH02,631337,2025-12-31,100,OK
RM084,WH03,1191100,2025-12-31,100,OK
RM084,WH04,1240271,2025-12-31,100,OK
RM084,WH05,565490,2025-12-31,100,OK
RM085,WH01,1142679,2025-12-31,100,OK
RM085,WH02,601222,2025-12-31,100,OK
RM085,WH03,1107031,2025-12-31,100,OK
RM085,WH04,1273504,2025-12-31,100,OK
RM085,WH05,509720,2025-12-31,100,OK
RM086,WH01,1143157,2025-12-31,101,OK
RM086,WH02,580503,2025-12-31,101,OK
RM086,WH03,1150901,2025-12-31,101,OK
RM086,WH04,1180926,2025-12-31,101,OK
RM086,WH05,565697,2025-12-31,101,OK
RM087,WH01,1145121,2025-12-31,100,OK
RM087,WH02,596531,2025-12-31,100,OK
RM087,WH03,1191233,2025-12-31,100,OK
RM087,WH04,1277657,2025-12-31,100,OK
RM087,WH05,563371,2025-12-31,100,OK
RM088,WH01,1187270,2025-12-31,100,OK
RM088,WH02,607756,2025-12-31,100,OK
RM088,WH03,1061383,2025-12-31,100,OK
RM088,WH04,1193212,2025-12-31,100,OK
RM088,WH05,503363,2025-12-31,100,OK
RM089,WH01,1096013,2025-12-31,101,OK
RM089,WH02,595217,2025-12-31,101,OK
RM089,WH03,1225883,2025-12-31,101,OK
RM089,WH04,1165046,2025-12-31,101,OK
RM089,WH05,538391,2025-12-31,101,OK
RM090,WH01,1068824,2025-12-31,100,OK
RM090,WH02,622574,2025-12-31,100,OK
RM090,WH03,1205228,2025-12-31,100,OK
RM090,WH04,1246045,2025-12-31,100,OK
RM090,WH05,595089,2025-12-31,100,OK
RM091,WH01,1122944,2025-12-31,100,OK
RM091,WH02,595727,2025-12-31,100,OK
RM091,WH03,1189220,2025-12-31,100,OK
RM091,WH04,1196613,2025-12-31,100,OK
RM091,WH05,557788,2025-12-31,100,OK
RM092,WH01,1125979,2025-12-31,100,OK
RM092,WH02,565815,2025-12-31,100,OK
RM092,WH03,1114709,2025-12-31,100,OK
RM092,WH04,1217177,2025-12-31,100,OK
RM092,WH05,571232,2025-12-31,100,OK
RM093,WH01,1055658,2025-12-31,100,OK
RM093,WH02,629308,2025-12-31,100,OK
RM093,WH03,1114969,2025-12-31,100,OK
RM093,WH04,1263903,2025-12-31,100,OK
RM093,WH05,542880,2025-12-31,100,OK
RM094,WH01,1094165,2025-12-31,100,OK
RM094,WH02,622318,2025-12-31,100,OK
RM094,WH03,1150838,2025-12-31,100,OK
RM094,WH04,1232094,2025-12-31,100,OK
RM094,WH05,565759,2025-12-31,100,OK
RM095,WH01,1173598,2025-12-31,100,OK
RM095,WH02,592696,2025-12-31,100,OK
RM095,WH03,1168433,2025-12-31,100,OK
RM095,WH04,1231972,2025-12-31,100,OK
RM095,WH05,567545,2025-12-31,100,OK
RM096,WH01,1096543,2025-12-31,100,OK
RM096,WH02,632322,2025-12-31,100,OK
RM096,WH03,1126344,2025-12-31,100,OK
RM096,WH04,1273584,2025-12-31,100,OK
RM096,WH05,551212,2025-12-31,100,OK
RM097,WH01,1060870,2025-12-31,100,OK
RM097,WH02,595908,2025-12-31,100,OK
RM097,WH03,1177968,2025-12-31,100,OK
RM097,WH04,1244557,2025-12-31,100,OK
RM097,WH05,552106,2025-12-31,100,OK
RM098,WH01,1057531,2025-12-31,100,OK
RM098,WH02,603042,2025-12-31,100,OK
RM098,WH03,1131625,2025-12-31,100,OK
RM098,WH04,1240711,2025-12-31,100,OK
RM098,WH05,595147,2025-12-31,100,OK
RM099,WH01,1090847,2025-12-31,100,OK
RM099,WH02,601495,2025-12-31,100,OK
RM099,WH03,1122829,2025-12-31,100,OK
RM099,WH04,1213739,2025-12-31,100,OK
RM099,WH05,505569,2025-12-31,100,OK
RM100,WH01,1134769,2025-12-31,100,OK
RM100,WH02,602579,2025-12-31,100,OK
RM100,WH03,1157423,2025-12-31,100,OK
RM100,WH04,1220493,2025-12-31,100,OK
RM100,WH05,604421,2025-12-31,100,OK
